id,carat,cut,color,clarity,price
270,-0.3685129000994397,0,3,2,7.761
271,-1.229294656398974,0,1,3,6.114
272,-0.8242208887286049,0,5,3,6.65
273,0.13782930948852185,2,6,5,7.707
274,-0.11534179530545906,4,6,3,9.575
275,2.5682719155107363,2,6,6,9.111
276,2.239149479278561,3,2,5,9.297
277,1.2517821705820367,0,6,6,8.473
278,-0.41914712105823587,0,3,6,7.151
279,-0.014073353387866696,0,3,5,8.049
280,-0.9761235516049933,0,4,4,6.375
281,-1.1280262144813817,2,2,4,6.405
282,-0.09002468482606096,2,1,5,7.828
283,1.5049532753760175,1,3,4,9.137
284,0.6694886295558812,1,1,6,8.448
285,-0.849537999208003,0,3,4,6.967
286,0.3910004142825025,2,0,5,8.404
287,-1.1027091040019836,0,3,1,6.649
288,-0.9508064411255952,1,2,6,6.436
289,-0.11534179530545906,0,6,5,9.442
290,-0.09002468482606096,1,0,4,7.946
291,1.9606612640051828,4,4,5,8.914
292,-0.11534179530545906,1,2,6,9.514
293,-0.6976353363316146,2,2,5,6.929
294,0.6441715190764831,4,1,5,8.328
295,-0.11534179530545906,1,5,6,9.316
296,-0.49509845249642986,0,6,5,7.003
297,-0.9254893306461971,0,3,2,6.834
298,1.9353441535257847,3,3,4,9.362
299,1.1758308391438423,0,5,3,8.747
300,0.6441715190764831,3,1,1,9.031
301,-1.0520748830431874,1,1,5,6.611
302,1.6315388277730076,1,3,5,8.968
303,1.9100270430463866,2,4,6,8.894
304,-0.545732673455226,0,3,3,7.491
305,-1.1280262144813817,1,1,5,6.515
306,-1.1280262144813817,1,5,2,6.265
307,-0.5963668944140222,0,1,3,7.638
308,-0.3685129000994397,0,1,4,7.691
309,-0.6216840048934203,1,4,6,6.865
310,-0.3431957896200416,0,3,3,7.681
311,-0.7229524468110126,0,6,1,6.926
312,-0.11534179530545906,3,4,5,9.725
313,0.8213912924322697,0,5,5,8.657
314,0.6694886295558812,2,4,6,8.186
315,-0.849537999208003,0,3,6,6.729
316,-0.7482695572904107,1,1,3,7.156
317,-0.8242208887286049,0,5,1,6.784
318,0.44163463524129865,0,5,5,8.109
319,0.6694886295558812,3,1,4,8.849
320,-1.3052459878371683,2,0,2,6.273
321,-0.5204155629758279,0,2,4,7.391
322,-0.49509845249642986,2,1,2,7.783
323,-0.874855109687401,0,1,1,7.242
324,0.08719508852972567,2,4,6,7.761
325,0.3910004142825025,2,2,6,8.122
326,-0.5710497839346241,2,0,4,7.511
327,-0.11534179530545906,3,2,2,7.909
328,0.3910004142825025,3,4,3,8.368
329,0.3910004142825025,3,4,5,8.145
330,1.9353441535257847,3,4,5,9.089
331,0.6441715190764831,3,2,5,8.505
332,0.8467084029116678,0,3,4,8.844
333,2.467003473593144,3,2,5,9.51
334,-0.9254893306461971,0,2,6,6.718
335,0.3910004142825025,3,2,4,8.368
336,-0.9761235516049933,2,4,4,6.368
337,0.4163175247619006,0,2,6,8.443
338,-0.9508064411255952,1,3,5,6.562
339,0.3910004142825025,1,2,6,8.148
340,-0.6216840048934203,0,1,4,7.545
341,1.9353441535257847,0,3,2,9.599
342,-1.0773919935225855,0,4,4,6.26
343,-0.5963668944140222,2,5,4,7.039
344,-0.849537999208003,0,3,4,6.967
345,0.3910004142825025,2,1,6,8.146
346,-0.11534179530545906,0,5,6,9.421
347,-1.0773919935225855,0,4,1,6.842
348,3.17588256701629,3,3,4,9.792
349,0.4163175247619006,1,0,5,8.349
350,-0.09002468482606096,1,2,1,8.116
351,1.9859783744845807,0,2,5,9.352
352,1.1251966181850463,1,4,5,8.648
353,-0.3178786791406435,4,2,5,7.403
354,1.1505137286644445,2,5,5,8.559
355,-0.11534179530545906,0,1,5,8.111
356,-0.900172220166799,2,3,1,6.75
357,-1.0520748830431874,0,4,0,6.766
358,-0.545732673455226,0,1,2,7.729
359,-1.0267577725637893,1,1,4,6.613
360,0.6948057400352793,1,2,2,9.08
361,-0.6216840048934203,4,2,7,6.441
362,-0.49509845249642986,0,3,2,7.575
363,-1.1280262144813817,0,3,0,6.76
364,-1.1027091040019836,0,3,1,6.953
365,0.061877978050327576,3,1,4,8.099
366,-0.49509845249642986,3,2,5,7.244
367,0.3910004142825025,3,0,4,8.451
368,-1.1280262144813817,1,5,3,6.41
369,1.3024163915408329,1,6,5,8.533
370,0.13782930948852185,0,2,4,8.305
371,-0.03939046386726479,1,1,5,7.902
372,-1.2039775459195758,2,4,2,6.223
373,-0.6216840048934203,2,0,5,7.27
374,0.6441715190764831,2,3,6,8.22
375,0.3910004142825025,4,5,2,8.031
376,-0.5710497839346241,0,4,3,7.377
377,0.011243757091531395,2,1,4,8.247
378,-0.09002468482606096,2,1,6,7.773
379,-0.874855109687401,2,0,5,6.829
380,2.061929705922775,0,5,2,9.257
381,-1.1533433249607798,2,2,1,6.498
382,0.3910004142825025,2,0,3,8.658
383,0.7201228505146774,0,2,3,8.956
384,0.8213912924322697,2,0,5,8.7
385,-1.1786604354401777,2,1,1,6.465
386,-0.39383001057883776,0,3,4,7.417
387,0.3910004142825025,0,0,6,8.292
388,-0.7989037782492068,2,4,1,7.107
389,3.17588256701629,2,4,5,9.785
390,0.6694886295558812,1,4,5,8.078
391,1.4796361648966196,0,3,3,9.263
392,-1.1027091040019836,0,0,5,6.528
393,-0.849537999208003,0,1,2,7.125
394,1.9353441535257847,1,5,3,9.16
395,-1.1280262144813817,1,5,3,6.41
396,-0.874855109687401,3,6,3,6.447
397,0.7454399609940755,4,3,3,8.636
398,-0.11534179530545906,1,6,5,9.596
399,-1.0014406620843914,0,0,4,6.72
400,1.3024163915408329,1,5,6,8.547
401,-0.874855109687401,1,0,4,6.957
402,-0.09002468482606096,3,5,2,7.733
403,-0.09002468482606096,1,1,1,8.237
404,0.9479768448292601,0,2,2,9.173
405,2.51763769455194,0,6,3,9.323
406,-0.03939046386726479,1,1,4,7.956
407,-0.09002468482606096,0,2,6,7.834
408,-0.874855109687401,0,1,4,6.816
409,-0.849537999208003,2,4,5,6.526
410,-0.9254893306461971,1,2,1,7.136
411,1.4796361648966196,3,5,3,8.848
412,-0.874855109687401,0,3,1,6.965
413,-0.11534179530545906,2,5,1,7.829
414,-0.9508064411255952,0,3,0,6.831
415,-0.39383001057883776,1,2,5,7.661
416,-0.5204155629758279,1,2,5,7.434
417,-0.11534179530545906,2,3,4,7.742
418,0.4163175247619006,2,4,5,8.294
419,-1.1027091040019836,3,2,2,6.492
420,-1.0520748830431874,2,3,1,6.766
421,-1.0267577725637893,0,5,5,6.129
422,0.897342623870464,0,3,2,9.129
423,-0.6216840048934203,2,3,5,7.088
424,-1.1027091040019836,1,3,4,6.299
425,-1.2039775459195758,2,0,3,6.153
426,-1.1027091040019836,1,5,5,6.286
427,-0.6216840048934203,3,2,4,7.277
428,1.3024163915408329,1,3,6,8.683
429,1.6821730487318036,3,4,4,9.133
430,-0.41914712105823587,0,2,3,7.59
431,-0.545732673455226,1,0,5,7.356
432,-0.06470757434666288,2,5,6,7.553
433,-1.0773919935225855,0,6,4,5.974
434,-1.1280262144813817,2,4,4,6.159
435,1.4290019439378234,0,3,3,9.22
436,-0.545732673455226,0,4,5,6.982
437,-1.0267577725637893,1,3,5,6.477
438,0.6441715190764831,2,1,5,8.677
439,-0.545732673455226,0,1,6,7.114
440,-0.6216840048934203,0,4,4,7.277
441,1.7328072696905998,1,0,4,9.538
442,-0.5710497839346241,1,2,7,6.768
443,-1.1280262144813817,2,5,5,5.945
444,-0.849537999208003,3,4,4,6.592
445,-0.11534179530545906,3,0,4,7.919
446,0.46695174572069675,1,2,6,8.194
447,-0.5710497839346241,0,6,5,7.241
448,0.3910004142825025,3,2,5,8.458
449,0.6441715190764831,4,3,7,7.782
450,0.8720255133910659,0,6,4,8.38
451,-0.6216840048934203,2,0,4,7.44
452,-0.9761235516049933,1,0,4,6.748
453,-0.46978134201703176,1,0,6,7.236
454,-0.7989037782492068,1,0,4,6.87
455,-0.874855109687401,0,6,5,6.417
456,1.4036848334584253,3,6,5,8.564
457,-0.849537999208003,2,0,3,6.926
458,-1.0520748830431874,3,5,5,6.098
459,-0.11534179530545906,0,3,4,8.146
460,-1.1280262144813817,1,2,4,6.405
461,-1.1280262144813817,1,0,4,6.815
462,2.492320584072542,0,5,4,9.508
463,-1.1786604354401777,0,3,3,6.194
464,0.6948057400352793,1,3,5,8.441
465,0.46695174572069675,0,1,5,8.338
466,-0.6216840048934203,2,2,4,7.148
467,1.1251966181850463,0,6,6,8.414
468,-1.2799288773577702,0,3,0,6.326
469,0.011243757091531395,1,1,6,7.948
470,0.8720255133910659,0,0,6,8.596
471,-0.9508064411255952,0,4,5,6.279
472,-0.11534179530545906,0,3,5,7.815
473,1.9353441535257847,0,3,3,9.594
474,-0.5710497839346241,0,3,2,7.553
475,-0.7989037782492068,0,3,2,6.962
476,-1.1280262144813817,0,1,2,6.73
477,0.3910004142825025,3,2,4,8.351
478,3.1505654565368917,4,4,4,9.782
479,-1.0520748830431874,1,3,4,6.611
480,-0.849537999208003,3,2,2,7.048
481,-0.6216840048934203,0,1,4,7.352
482,-0.11534179530545906,0,3,3,8.018
483,1.9100270430463866,1,2,3,9.662
484,-1.2039775459195758,0,5,2,6.375
485,-1.1280262144813817,0,4,2,6.38
486,-0.9761235516049933,1,0,4,6.748
487,-0.09002468482606096,2,1,5,8.046
488,0.3910004142825025,2,1,6,8.269
489,1.1758308391438423,0,4,3,8.963
490,-0.9508064411255952,1,2,5,6.673
491,-1.0267577725637893,0,1,2,6.717
492,1.5302703858554156,0,0,4,9.269
493,-0.6216840048934203,2,3,5,7.092
494,-1.1027091040019836,1,2,4,6.687
495,-0.11534179530545906,0,1,5,8.111
496,-0.900172220166799,0,2,5,6.576
497,-1.0267577725637893,1,0,4,6.94
498,-0.874855109687401,2,2,3,6.89
499,-0.9254893306461971,2,3,5,6.501
500,0.7707570714734736,2,2,4,8.826
501,1.8087586011287942,0,4,5,9.089
502,0.4163175247619006,0,6,3,8.092
503,-1.3052459878371683,1,0,2,6.522
504,0.11251219900912376,0,5,3,7.968
505,-1.0773919935225855,0,1,1,6.718
506,1.1505137286644445,3,0,7,8.377
507,0.3910004142825025,2,0,5,8.264
508,2.441686363113746,2,6,3,9.252
509,0.6694886295558812,4,1,5,8.338
510,-0.06470757434666288,0,3,3,7.918
511,2.036612595443377,2,5,3,9.279
512,-1.0267577725637893,0,4,3,6.64
513,0.6694886295558812,1,4,5,8.341
514,0.9986110657880558,1,4,5,8.507
515,-0.6216840048934203,2,0,4,7.469
516,-0.5204155629758279,2,2,3,7.503
517,-1.0773919935225855,2,4,1,6.51
518,1.1505137286644445,3,4,4,8.775
519,-0.06470757434666288,0,2,3,7.965
520,0.5429030771588907,4,4,7,7.5
521,1.023928176267454,1,3,5,8.471
522,0.3910004142825025,2,0,3,8.665
523,-0.39383001057883776,0,1,2,7.88
524,-1.1027091040019836,0,1,2,6.704
525,0.061877978050327576,0,6,5,7.672
526,1.9353441535257847,2,2,4,9.543
527,0.3910004142825025,1,3,5,8.263
528,1.0998795077056482,0,3,1,9.115
529,0.8467084029116678,2,5,5,8.361
530,0.6694886295558812,1,2,4,8.843
531,-1.1280262144813817,0,2,4,6.654
532,-0.06470757434666288,2,1,5,7.855
533,-1.0520748830431874,0,2,1,6.968
534,-1.1280262144813817,0,4,4,6.196
535,0.6694886295558812,4,0,6,9.211
536,1.1758308391438423,0,0,2,9.423
537,-0.11534179530545906,2,3,5,7.689
538,0.6694886295558812,2,1,4,8.75
539,0.6948057400352793,1,5,4,8.403
540,-1.1027091040019836,0,0,2,6.691
541,-0.09002468482606096,0,4,2,7.861
542,-0.39383001057883776,0,0,6,7.36
543,-0.11534179530545906,0,3,4,7.876
544,1.9353441535257847,1,6,2,9.097
545,-0.5204155629758279,1,0,4,7.545
546,0.6948057400352793,2,3,5,8.469
547,2.3910521421549498,0,5,4,9.521
548,0.21378064092671584,2,5,4,7.96
549,-1.0773919935225855,0,1,0,7.065
550,1.6315388277730076,0,3,2,9.43
551,0.6694886295558812,1,1,7,8.13
552,-1.1027091040019836,1,0,4,6.848
553,-0.03939046386726479,0,2,6,7.73
554,-0.545732673455226,0,1,4,7.503
555,-0.444464231537634,0,5,3,7.212
556,1.9353441535257847,1,3,3,9.521
557,-0.5204155629758279,1,2,4,7.503
558,1.8340757116081923,2,4,6,8.914
559,-0.5710497839346241,0,3,2,7.607
560,-1.3052459878371683,0,3,1,6.284
561,1.1505137286644445,0,2,4,9.068
562,0.6441715190764831,2,1,3,8.854
563,-0.09002468482606096,1,0,6,7.926
564,-0.874855109687401,0,3,1,7.024
565,-0.09002468482606096,4,6,6,7.217
566,0.6694886295558812,2,4,1,8.815
567,-1.1280262144813817,0,3,2,6.778
568,-0.7229524468110126,0,0,4,7.123
569,0.6948057400352793,1,2,6,8.363
570,1.2264650601026386,1,5,3,8.636
571,0.6441715190764831,1,2,1,9.2
572,0.9479768448292601,0,0,3,9.179
573,1.327733502020231,0,3,1,9.288
574,-0.11534179530545906,3,3,6,9.699
575,-0.874855109687401,0,2,2,6.992
576,0.9226597343498621,3,0,6,8.52
577,1.2264650601026386,0,4,4,8.765
578,-0.29256156866124544,3,6,5,7.034
579,0.6694886295558812,1,3,5,8.435
580,0.8720255133910659,0,4,6,8.358
581,-1.1027091040019836,0,0,5,6.596
582,0.3910004142825025,2,6,4,8.054
583,0.6694886295558812,1,2,5,8.623
584,1.2264650601026386,2,1,5,8.874
585,-1.1027091040019836,2,0,6,6.136
586,-1.0773919935225855,0,3,6,6.129
587,-0.11534179530545906,1,5,6,9.695
588,0.9479768448292601,1,5,5,8.313
589,0.6694886295558812,2,4,1,8.821
590,-1.1280262144813817,3,3,2,6.519
591,2.061929705922775,0,4,6,8.812
592,-0.3178786791406435,0,3,2,7.827
593,-1.1027091040019836,1,3,4,6.299
594,1.9353441535257847,3,5,5,9.017
595,-0.06470757434666288,1,1,5,7.96
596,-0.11534179530545906,0,1,3,8.115
597,0.6441715190764831,4,4,3,8.382
598,-0.874855109687401,2,3,6,6.39
599,1.2517821705820367,1,0,6,8.849
600,-0.5710497839346241,2,5,5,6.886
601,-0.849537999208003,2,5,1,6.742
602,0.9986110657880558,0,4,4,8.689
603,-0.5710497839346241,2,1,3,7.611
604,-0.9508064411255952,3,4,5,6.269
605,0.6694886295558812,0,3,6,8.345
606,0.13782930948852185,1,6,3,7.697
607,-1.1280262144813817,1,3,1,6.808
608,0.7201228505146774,1,0,6,8.469
609,0.7960741819528716,0,3,5,8.593
610,0.7201228505146774,1,3,6,8.392
611,0.6694886295558812,0,4,4,8.689
612,-1.254611766878372,2,1,2,6.306
613,1.0998795077056482,0,3,3,9.038
614,-0.5710497839346241,1,0,4,7.519
615,-1.1280262144813817,0,3,1,6.639
616,-1.1786604354401777,2,2,2,6.465
617,-0.49509845249642986,0,1,1,7.867
618,-0.9254893306461971,1,0,1,7.244
619,2.1631981478403675,0,4,5,9.164
620,-0.11534179530545906,1,2,5,7.793
621,-1.0267577725637893,0,0,7,6.273
622,2.011295484963979,0,3,6,9.162
623,0.9226597343498621,0,1,5,8.747
624,-0.5710497839346241,0,3,5,7.253
625,-1.1027091040019836,0,1,4,6.544
626,-0.06470757434666288,0,0,5,8.027
627,-1.0773919935225855,1,3,4,6.579
628,0.13782930948852185,1,6,6,7.612
629,0.7201228505146774,1,4,4,8.587
630,-0.849537999208003,2,1,6,6.458
631,-0.8242208887286049,1,3,3,6.825
632,-0.5710497839346241,2,6,1,7.217
633,1.0998795077056482,0,5,5,8.59
634,-1.0773919935225855,0,3,3,6.561
635,-0.545732673455226,1,2,4,7.397
636,-0.5710497839346241,0,0,2,7.742
637,-1.1027091040019836,0,4,2,6.687
638,-0.09002468482606096,0,2,3,8.219
639,-0.49509845249642986,1,2,6,7.069
640,-1.0520748830431874,0,6,3,6.323
641,-1.1027091040019836,1,2,4,6.619
642,0.46695174572069675,2,5,3,8.302
643,-1.0520748830431874,1,4,3,6.541
644,-1.0267577725637893,0,5,5,6.378
645,-1.1027091040019836,1,3,2,6.81
646,-0.6216840048934203,1,1,3,7.424
647,0.4163175247619006,2,2,6,8.205
648,-0.849537999208003,0,1,2,7.079
649,1.9606612640051828,2,3,4,9.396
